"Foligno (Pg)","2018-09-30","Mezza Maratona Città di Foligno","21","","www.mezzamaratonafoligno.it","Strada"
"Gessate (Mi)","2018-09-30"," Gessate in Corsa","10","","www.atleticagessate.it",""
"Glasgow , Scozia , Regno Unito (Uk)","2018-09-30"," Glasgow Half Marathon","21","","greatscottishrun.com/events/half-marathon","Strada"
"Gravellona Toce (Vb)","2018-09-30","Mezza Maratona del V.C.O.","21","","www.maratoninavco.it","Strada"
"Gubbio (Pg)","2018-09-30","Corrigubbio","10","","www.gubbiorunners.com",""
"Ivaccari , Piacenza (Pc)","2018-09-30","Marcia Farnesiana - 14","18","","",""
"Jesi (An)","2018-09-30"," JesiRun","15","","www.jesirun.it",""
"Latina (Lt)","2018-09-30","We Run Latina - Trofeo East Side","21","","www.uisplatina.it",""
"Le Pozze , Candeglia (Pt)","2018-09-30","Strapaesana Della Valdibure","13","","",""
"Levico Terme (Tn)","2018-09-30","La 30 Trentina","30","","www.latrentatrentina.com",""
"Lodi (Lo)","2018-09-30"," Marcia Movimento Lotta alla Fame nel Mondo","21","","www.mlfm.it",""
"Montalto di Castro (Vt)","2018-09-30","Maratonina Archeologica di Vulci","10","","www.uisp.it/viterbo",""
"Padova (Pd)","2018-09-30","Running Hearts","10","","www.runninghearts.it",""
"Padova (Pd)","2018-09-30","Camminiamo Insieme a Medici con l'Africa Cuamm","3","","www.mediciconlafrica.org/blog/la-nostra-voce/eventi/camminiamo-insieme-a-medici-con-lafrica-cuamm",""
"Palo del Colle (Ba)","2018-09-30"," Iron Cross Run","13","","",""
"Parigi di Camigliano (Lu)","2018-09-30","Straparigi","18","","",""
"Pavia (Pv)","2018-09-30","Corripavia Half Marathon","21","","www.corripavia.it",""
"Peccioli (Pi)","2018-09-30","Marcia Ecologica Pecciolese","20","","","Trail"
"Pesina , Caprino Veronese (Vr)","2018-09-30","Pesina in Festa","14","","",""
"Pignola (Pz)","2018-09-30","Pantano Half Marathon","21","","www.podisticapotenza.it","Strada"
"Polinago (Mo)","2018-09-30","La Panoramica Trail","21","900","www.prolocopolinago.it","Trail"
"Pordenone (Pn)","2018-09-30","Maratonina dei Borghi - Città di Pordenone","21","","www.maratoninadeiborghi.it",""
"Ravenna (Ra)","2018-09-30","Trofeo Tre Ponti","10","","www.corriromagna.it",""
"Ribera (Ag)","2018-09-30","Trofeo Podistico San Francesco","6","","",""
"Rignano sull'Arno (Fi)","2018-09-30","Rignano Run - Campionato Nazionale Forense","13","250","www.aviszeropositivo.it",""
"Rioveggio (Bo)","2018-09-30","Ecomaratona di Monte Sole - 1","42","380","www.ecomontesole.altervista.org","Trail"
"Roma (Rm)","2018-09-30","Cardio Race","16","","www.cardiorace.it",""
"Roma (Rm)","2018-09-30"," Corro per Vale","8","","www.asd-vale10.it",""
"San Benedetto Po (Mn)","2018-09-30","Un Po' di Corsa","12","","",""
"San Marcello Pistoiese (Pt)","2018-09-30"," Color Vibe Run","5","","www.colorvibe5k.it",""
"San Michele dei Mucchietti , Sassuolo (Mo)","2018-09-30","Maratona delle Canalette","18","","","Strada"
"San Secondo Parmense (Pr)","2018-09-30","Sat vo Star Ben al Mond vena a Far du Pass a San Sgond","12","","","Trail"
"Savignano sul Rubicone (Fc)","2018-09-30","Marcialonga sul Rubicone","14","","www.podisticaseven.it","Strada"
"Serravalle Scrivia (Al)","2018-09-30","I Brichi 'd Seravale","12","","",""
"Soncino (Cr)","2018-09-30","Marcia della Valle dell'Oglio","18","","www.parcooglionord.it",""
"Taneto , Gattatico (Re)","2018-09-30","Marcialonga a Taneto - Maratonina dal Buter e Formai","21","","",""
"Trani (Bt)","2018-09-30"," TranInCorsa Half Marathon","21","","www.atleticatommasoassi.it",""
"Uliveto Terme (Pi)","2018-09-30","Da Qui a Lassù - Trofeo Ugo Taccola","19","","","Strada"
"Velo Veronese (Vr)","2018-09-30","Lessinia Legend Run","45","2960","www.legendrun.it","Trail"
"Quarto Inferiore , Granarolo Dell'Emilia (Bo)","2018-10-01","Camminata Festa di San Michele","6","","",""
"San Zaccaria , Ravenna (Ra)","2018-10-02"," Corri l'Estate","0","","","Strada"
"Bologna (Bo)","2018-10-04","Memorial Sante Spiga Casadio","13","","",""
"Montepulciano (Si)","2018-10-05","Montepulciano Run - Urban Trail","7","","www.montepulcianorun.it","Trail"
"Arceto , Scandiano (Re)","2018-10-06"," Spergola Run","10","","",""
"Bettona (Pg)","2018-10-06"," Ultra Trail degli Etruschi - Short Trail degli Olivi","48","2000","www.umbriacrossing.com","Trail"
"Bolzano (Bz)","2018-10-06"," Sportler Vertical Run","2","850","my.sportler.com/it/sportler-eventi/sportler-vertical/sportler-vertical-bolzano","Trail"
"Budapest , Ungheria (Hu)","2018-10-06","Spar Budapest Marathon","42","","marathon.runinbudapest.com/it","Strada"
"Carmignano (Po)","2018-10-06"," Ottore di Campano","0","","www.pontormorunning.it",""
"Cascine di Tavola , Prato (Po)","2018-10-06","Miglio Pratese","1","","www.podisticapratese.it","Strada"
"Firenze (Fi)","2018-10-06"," Firenze parkrun","5","","www.parkrun.it/firenze",""
"Firenze (Fi)","2018-10-06","Guardami, ti sento","5","","www.socialrun.it","Strada"
"Medolla (Mo)","2018-10-06","Marcia Curta","6","","",""
"Molin Nuovo , Chiesina Uzzanese (Pt)","2018-10-06"," Camminata per l'Aila","10","","www.luccapodismo.it",""
"Piangipane , Ravenna (Ra)","2018-10-06","Podistica di Piangipane","8","","","Strada"
"Pontecchio Marconi , Sasso Marconi (Bo)","2018-10-06","Camminata Marconiana","6","","www.csisassomarconi.it",""
"Riana di Fosciandora (Lu)","2018-10-06","Trofeo Podista Ubriaco","8","","www.gpparcoalpiapuane.it",""
"Roma (Rm)","2018-10-06"," StraWoman","5","","www.strawoman.it",""
"San Lazzaro di Savena (Bo)","2018-10-06"," Bologna Cross","5","","",""
"San Marco , Ravenna (Ra)","2018-10-06"," Corsa podistica","5","","www.podisticasanpancrazio.com","Strada"
"Santa Croce , Bertinoro (Fc)","2018-10-06","Sgambata di Santa Croce","7","","www.facebook.com/lasgambatadisantacroce",""
"Sassuolo (Mo)","2018-10-06","Corri in Croce Blu - Memorial G. Lamazzi","7","","",""
"Sestri Levante (Ge)","2018-10-06"," Andersen Trail","22","1250","www.andersenrun.it","Trail"
"Stibbio , San Miniato (Pi)","2018-10-06","Camminata Stibbiese","12","","",""
"Albenga (Sv)","2018-10-07","Corsa delle Cento Torri","10","","www.albengarunners.it",""
"Baganzola , Parma (Pr)","2018-10-07","Camminata Golesana - 11","9","","www.facebook.com/camminatagolesana",""
"Barì Sardo (Nu)","2018-10-07","Mezza Maratona Ogliastra","21","","www.manotesaogliastra.it","Strada"
"Bologna (Bo)","2018-10-07","Camminata La Petroniana","15","","www.polisportivaportasaragozza.it",""
"Calestano (Pr)","2018-10-07","Tartufo Trail Running","66","3490","www.tartufotrail.it","Trail"
"Casaleone (Vr)","2018-10-07","Caminada ne le Val de Caselon","20","","www.podisticasaleone.it","Strada"
"Castel Gandolfo (Rm)","2018-10-07"," Mezza Maratona dei Castelli Romani","21","","www.amiciparcocastelliromani.it","Strada"
"Castelfranco di Sotto (Pi)","2018-10-07","Quattro Passi in Valdarno","20","","www.podisticacastelfranchese.it","Strada"
"Cavriago (Re)","2018-10-07","Gir di Pòs","10","","",""
"Cerese , Borgo Virgilio (Mn)","2018-10-07","Trofeo Edilgamma","16","","",""
"Cividate al Piano (Bg)","2018-10-07","CorriAvisitare Cividate","20","","",""
"Cologna Spiaggia (Te)","2018-10-07","Maratonina Colognese","10","","www.atleticacolognaspiaggia.com",""
"Concordia sulla Secchia (Mo)","2018-10-07","CorriConcordia","15","","","Trail"
"Cordovado (Pn)","2018-10-07","A Spas par Cordovat","18","","www.comune.cordovado.pn.it",""
"Correzzana (Mb)","2018-10-07","8Korrerun","21","","www.asdcorrezzana.it",""
"Corsanico,Bargecchia ,  Massarosa (Lu)","2018-10-07","Passeggiata Dei Tre Versanti","18","","",""
"Cuccurano , Fano (Pu)","2018-10-07","CuccuRun","6","","www.aclipesaro.it",""
"Domodossola (Vb)","2018-10-07","Trail del Calvario","17","950","www.traildelcalvario.com","Trail"
"Formigine (Mo)","2018-10-07","Camminata della Carovana","21","","",""
"Formignana (Fe)","2018-10-07","Corsa di Pui - Corsa dei Polli","16","","www.faroformignana.it",""
"Grassina (Fi)","2018-10-07","Trofeo Fratellanza Popolare e Croce d'Oro Grassina","12","","www.gruppopodisticofpgrassina.blogspot.com",""
"Inzago (Mi)","2018-10-07","La Lentissima","13","","www.ifadana.it",""
"Ischitella (Fg)","2018-10-07","Ischitella Run","12","","www.correreinpuglia.it",""
"Lama di San Giustino (Pg)","2018-10-07"," Maratonina Lamarina","13","","www.olympicrunnerslama.com",""
"Longara (Bo)","2018-10-07"," Camminata Campagnola","13","","",""
"Madonna dell'Albero (Ra)","2018-10-07","Maratonina della Colonna Dei Francesi","13","","",""
"Mapello (Bg)","2018-10-07","Panoramica Mapellese","20","","",""
"Modigliana (Fc)","2018-10-07"," Trail sul Trebbio","27","110","www.corriconlelinci.com","Trail"
"Montebelluna (Tv)","2018-10-07","Su e Zo Pae Rive de Montebeuna","11","","",""
"Montecassiano (Mc)","2018-10-07","Mezza Maratona dei Sughitti","21","","www.polisportivamontecassiano.it","Strada"
"Montepulciano (Si)","2018-10-07","Montepulciano Run","25","","www.montepulcianorun.it",""
